Label,x,y,claim,perspective,opposite_auto
0,0,0,Launching a military coup against a democratic government can be justified,There could be reasons to start a coup against the government but that would not be good for democracy.,There could be reasons to start a coup against the government but that would be good for democracy.
0,0,0,Launching a military coup against a democratic government can be justified,The army is not the best institution to run a country,The army is the best institution to run a country
0,0,0,Launching a military coup against a democratic government can be justified,"Even if there is justification to launch a coup against the government, having the army ruling after that could be worse.","Even if there is not justification to launch a coup against the government, having the army ruling after that could be worse."
0,0,0,Launching a military coup against a democratic government can be justified,"The army is not the best option to rule a country, therefore a military coup is not always the best option.","The army is the best option to rule a country, therefore a military coup is not always the best option."
1,0,0,Bribery is sometimes acceptable,Bribery is sometimes the cost of doing business,Bribery is not sometimes the cost of doing business
1,0,0,Bribery is sometimes acceptable,Bribery is occasionally a necessary price of engaging in business.,Bribery is not occasionally a necessary price of engaging in business.
1,0,0,Bribery is sometimes acceptable,Sometimes bribery is a required cost of business,Sometimes bribery is not a required cost of business
0,0,0,Bribery is sometimes acceptable,Bribery is morally wrong,Bribery is not morally wrong
0,0,0,Bribery is sometimes acceptable,"Bribery can never be justified, as it is immoral.","Bribery can never be justified, as it is not immoral."
0,0,0,Bribery is sometimes acceptable,There is no justification that can make bribery anything other than immoral.,There is not no justification that can make bribery anything other than immoral.
1,0,0,Bribery is sometimes acceptable,Bribery is sometimes necessary for survival,Bribery is not sometimes necessary for survival
1,0,0,Bribery is sometimes acceptable,"In some circumstances, bribery is absolutely necessary.","In some circumstances, bribery is not absolutely necessary."
1,0,0,Bribery is sometimes acceptable,Bribery is only wrong under a Western-centric notion of corruption,Bribery is not only wrong under a Western-centric notion of corruption
1,0,0,Bribery is sometimes acceptable,Bribery is not considered wrong in all cultures.,Bribery is considered wrong in all cultures.
0,0,0,Opinion polls harm the democratic process,Opinion polls are a forum for public expression and should be protected,Opinion polls are not a forum for public expression and should be protected
0,0,0,Opinion polls harm the democratic process,One way that politicians learn about the public is through opinion polls.,One way that politicians learn about the public is not through opinion polls.
